"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"257",694,"Chilopsis linearis","","Chilopsis",2,"Chilopsis linearis"," (Cav.) Sweet","Chilopsis",2,335032,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Chilopsis linearis",NA
"623",695,"Incarvillea delavayi","","Incarvillea",2,"Incarvillea delavayi","Bureau & Franch.","Incarvillea",2,334605,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Incarvillea delavayi",NA
"638",696,"Jacaranda paucifoliolata","","Jacaranda",2,"Jacaranda paucifoliolata","Mart. ex DC.","Jacaranda",2,334549,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Jacaranda paucifoliolata",NA
"1002",697,"Pyrostegia venusta","","Pyrostegia",2,"Pyrostegia venusta","(Ker Gawl.) Miers","Pyrostegia",2,335247,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Pyrostegia venusta",NA
"576",698,"Handroanthus chrysanthus","","Handroanthus",2,"Handroanthus chrysanthus"," (Jacq.) S.O.Grose","Handroanthus",2,334940,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Handroanthus chrysanthus",NA
"13",699,"Achimenes erecta","","Achimenes",2,"Achimenes erecta","(Lam.) H.P.Fuchs","Achimenes",2,311228,1,FALSE,0.8,0,NA,NA,NA,NA,"Gesneriaceae",NA,"Achimenes erecta",NA
"12",700,"Achimenes cettoana","","Achimenes",2,"Achimenes cettoana","H.E.Moore","Achimenes",2,311226,1,FALSE,0.8,0,NA,NA,NA,NA,"Gesneriaceae",NA,"Achimenes cettoana",NA
"302",701,"Codonoboea malayana","","Codonoboea",2,"Codonoboea malayana","(Hook.fil.) Kiew","Codonoboea",2,312767,1,FALSE,0.8,0,NA,NA,NA,NA,"Gesneriaceae",NA,"Codonoboea malayana",NA
"797",702,"Microchirita micromusa","","Microchirita",2,"Microchirita micromusa","(B.L.Burtt) A.Weber & D.J.Middleton","Microchirita",2,312674,1,FALSE,0.8,0,NA,NA,NA,NA,"Gesneriaceae",NA,"Microchirita micromusa",NA
"654",703,"Kohleria hirsuta","","Kohleria",2,"Kohleria hirsuta","(Kunth) Regel","Kohleria",2,311183,1,FALSE,0.8,0,NA,NA,NA,NA,"Gesneriaceae",NA,"Kohleria hirsuta",NA
"10",704,"Acanthomintha lanceolata","","Acanthomintha",2,"Acanthomintha lanceolata","Curran","Acanthomintha",2,325509,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Acanthomintha lanceolata",NA
"25",705,"Agastache urticifolia","","Agastache",2,"Agastache urticifolia","(Benth.) Kuntze","Agastache",2,324556,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Agastache urticifolia",NA
"27",706,"Ajuga iva","","Ajuga",2,"Ajuga iva","(L.) Schreb.","Ajuga",2,327256,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Ajuga iva",NA
"299",707,"Clinopodium nepeta","","Clinopodium",2,"Clinopodium nepeta","(L.) Kuntze","Clinopodium",2,325051,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Clinopodium nepeta",NA
"309",708,"Condea emoryi","","Condea",2,"Condea emoryi","(Torr.) Harley & J.F.B.Pastore","Condea",2,322685,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Condea emoryi",NA
"655",709,"Lamium amplexicaule","","Lamium",2,"Lamium amplexicaule"," L.","Lamium",2,329953,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lamium amplexicaule",NA
"666",710,"Lavandula dentata","","Lavandula",2,"Lavandula dentata","L.","Lavandula",2,323968,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lavandula dentata",NA
"669",711,"Lavandula multifida","","Lavandula",2,"Lavandula multifida","L.","Lavandula",2,323983,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lavandula multifida",NA
"670",712,"Lavandula pedunculata","","Lavandula",2,"Lavandula pedunculata"," (Mill.) Cav.","Lavandula",2,323986,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lavandula pedunculata",NA
"671",713,"Lavandula stoechas","","Lavandula",2,"Lavandula stoechas"," L.","Lavandula",2,324003,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lavandula stoechas",NA
"680",714,"Lepechinia calycina","","Lepechinia",2,"Lepechinia calycina","(Benth.) Epling","Lepechinia",2,323893,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lepechinia calycina",NA
"783",715,"Marrubium vulgare","","Marrubium",2,"Marrubium vulgare","L.","Marrubium",2,329921,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Marrubium vulgare",NA
"800",716,"Micromeria douglasii","","Micromeria",2,"Micromeria douglasii","(Benth.) Benth.","Micromeria",2,1033926,1,FALSE,0.8,0,NA,"Clinopodium douglasii","(Benth.) Kuntze",324976,"Lamiaceae",NA,"Clinopodium douglasii",NA
"801",717,"Micromeria graeca","","Micromeria",2,"Micromeria graeca"," (L.) Benth. ex Rchb.","Micromeria",2,324693,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Micromeria graeca",NA
"809",718,"Monardella douglasii","","Monardella",2,"Monardella douglasii","Benth.","Monardella",2,325421,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Monardella douglasii",NA
"810",719,"Monardella macrantha","","Monardella",2,"Monardella macrantha"," A.Gray","Monardella",2,325442,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Monardella macrantha",NA
"811",720,"Monardella odoratissima","","Monardella",2,"Monardella odoratissima"," Benth.","Monardella",2,325451,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Monardella odoratissima",NA
"951",721,"Phlomis lychnitis","","Phlomis",2,"Phlomis lychnitis","L.","Phlomis",2,329484,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Phlomis lychnitis",NA
"952",722,"Phlomis purpurea","","Phlomis",2,"Phlomis purpurea"," L.","Phlomis",2,329504,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Phlomis purpurea",NA
"991",723,"Prunella vulgaris","","Prunella",2,"Prunella vulgaris"," L.","Prunella",2,323877,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Prunella vulgaris",NA
"1057",724,"Rosmarinus officinalis","","Rosmarinus",2,"Rosmarinus officinalis","L.","Rosmarinus",2,1027417,1,FALSE,0.8,0,NA,"Salvia rosmarinus","Schleid.",322315,"Lamiaceae",NA,"Salvia rosmarinus",NA
"1075",725,"Salvia brandegeei","","Salvia",2,"Salvia brandegeei","Munz","Salvia",2,321550,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia brandegeei",NA
"1076",726,"Salvia clevelandii","","Salvia",2,"Salvia clevelandii","(Gray) Greene","Salvia",2,321641,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia clevelandii",NA
"1077",727,"Salvia dorrii","","Salvia",2,"Salvia dorrii"," (Kellogg) Abrams","Salvia",2,321727,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia dorrii",NA
"1078",728,"Salvia leucophylla","","Salvia",2,"Salvia leucophylla","Greene","Salvia",2,321994,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia leucophylla",NA
"1079",729,"Salvia mellifera","","Salvia",2,"Salvia mellifera","Greene","Salvia",2,322046,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia mellifera",NA
"1080",730,"Salvia microphylla","","Salvia",2,"Salvia microphylla","Kunth","Salvia",2,322054,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia microphylla",NA
"1082",731,"Salvia munzii","","Salvia",2,"Salvia munzii","Epling","Salvia",2,322079,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia munzii",NA
"1083",732,"Salvia sonomensis","","Salvia",2,"Salvia sonomensis","Greene","Salvia",2,322410,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia sonomensis",NA
"1084",733,"Salvia spathacea","","Salvia",2,"Salvia spathacea","Greene","Salvia",2,322413,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia spathacea",NA
"1085",734,"Salvia verbenaca","","Salvia",2,"Salvia verbenaca","L.","Salvia",2,322540,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia verbenaca",NA
"1095",735,"Satureja obovata","","Satureja",2,"Satureja obovata","Lag.","Satureja",2,1032721,1,FALSE,0.8,0,NA,"Satureja cuneifolia","Ten.",324598,"Lamiaceae",NA,"Satureja cuneifolia","Multiple results"
"1122",736,"Scutellaria tuberosa","","Scutellaria",2,"Scutellaria tuberosa","Benth.","Scutellaria",2,328196,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Scutellaria tuberosa",NA
"1206",737,"Stachys bullata","","Stachys",2,"Stachys bullata","Benth.","Stachys",2,328659,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Stachys bullata",NA
"1207",738,"Stachys chamissonis","","Stachys",2,"Stachys chamissonis","Benth.","Stachys",2,328672,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Stachys chamissonis",NA
"1208",739,"Stachys ocymastrum","","Stachys",2,"Stachys ocymastrum","(L.) Briq.","Stachys",2,328878,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Stachys ocymastrum",NA
"1234",740,"Teucrium capitatum","","Teucrium",2,"Teucrium capitatum"," L.","Teucrium",2,326417,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium capitatum",NA
"1235",741,"Teucrium fruticans","","Teucrium",2,"Teucrium fruticans","L.","Teucrium",2,326507,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium fruticans",NA
"1236",742,"Teucrium glandulosum","","Teucrium",2,"Teucrium glandulosum","Kellogg","Teucrium",2,326509,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium glandulosum",NA
"1240",743,"Thymus mastichina","","Thymus",2,"Thymus mastichina"," (L.) L.","Thymus",2,325756,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Thymus mastichina",NA
"1252",744,"Trichostema lanatum","","Trichostema",2,"Trichostema lanatum","Benth.","Trichostema",2,327510,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Trichostema lanatum",NA
"1253",745,"Trichostema lanceolatum","","Trichostema",2,"Trichostema lanceolatum","Benth.","Trichostema",2,327511,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Trichostema lanceolatum",NA
"1338",746,"Vitex agnus-castus","","Vitex",2,"Vitex agnus-castus","L.","Vitex",2,321050,1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Vitex agnus-castus",NA
"964",747,"Pinguicula vulgaris","","Pinguicula",2,"Pinguicula vulgaris","L.","Pinguicula",2,341530,1,FALSE,0.8,0,NA,NA,NA,NA,"Lentibulariaceae",NA,"Pinguicula vulgaris",NA
"1293",748,"Utricularia tricolor","","Utricularia",2,"Utricularia tricolor","A.St.-Hil.","Utricularia",2,341803,1,FALSE,0.8,0,NA,NA,NA,NA,"Lentibulariaceae",NA,"Utricularia tricolor",NA
"1294",749,"Utricularia triloba","","Utricularia",2,"Utricularia triloba","Benj.","Utricularia",2,341807,1,FALSE,0.8,0,NA,NA,NA,NA,"Lentibulariaceae",NA,"Utricularia triloba",NA
"889",750,"Osmanthus fragrans","","Osmanthus",2,"Osmanthus fragrans","(Thunb.) Lour.","Osmanthus",2,310311,1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Osmanthus fragrans",NA
"514",751,"Forsythia ovata","","Forsythia",2,"Forsythia ovata","Nakai","Forsythia",2,1006069,1,FALSE,0.8,0,NA,"Forsythia japonica","Makino",309488,"Oleaceae",NA,"Forsythia japonica",NA
"642",752,"Jasminum beesianum","","Jasminum",2,"Jasminum beesianum","Forrest & Diels","Jasminum",2,309567,1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Jasminum beesianum",NA
"643",753,"Jasminum officinale","","Jasminum",2,"Jasminum officinale","L.","Jasminum",2,309712,1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Jasminum officinale",NA
"685",754,"Ligustrum vulgare","","Ligustrum",2,"Ligustrum vulgare","L.","Ligustrum",2,309876,1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Ligustrum vulgare",NA
"24",755,"Agalinis brachyphylla","","Agalinis",2,"Agalinis brachyphylla","(Cham. &  Schltdl.) D´Arcy","Agalinis",2,332908,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Agalinis brachyphylla",NA
"72",756,"Aphyllon fasciculatum","","Aphyllon",2,"Aphyllon fasciculatum","Torr. &  Gray","Aphyllon",2,410333,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Aphyllon fasciculatum",NA
"120",757,"Bellardia trixago","","Bellardia",2,"Bellardia trixago","(L.) All.","Bellardia",2,331301,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Bellardia trixago",NA
"213",758,"Castilleja affinis","","Castilleja",2,"Castilleja affinis","Hook. &  Arn.","Castilleja",2,333041,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja affinis",NA
"215",759,"Castilleja ambigua","","Castilleja",2,"Castilleja ambigua","Hook. &  Arn.","Castilleja",2,333046,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja ambigua",NA
"216",760,"Castilleja applegatei","","Castilleja",2,"Castilleja applegatei","Fernald","Castilleja",2,333054,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja applegatei",NA
"217",761,"Castilleja densiflora","","Castilleja",2,"Castilleja densiflora","(Benth.) T.I.Chuang & Heckard","Castilleja",2,333100,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja densiflora",NA
"218",762,"Castilleja exserta","","Castilleja",2,"Castilleja exserta","(A.Heller) T.I.Chuang & Heckard","Castilleja",2,333111,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja exserta",NA
"219",763,"Castilleja foliolosa","","Castilleja",2,"Castilleja foliolosa","Hook. &  Arn.","Castilleja",2,333119,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja foliolosa",NA
"220",764,"Castilleja latifolia","","Castilleja",2,"Castilleja latifolia","Hook. &  Arn.","Castilleja",2,333155,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja latifolia",NA
"221",765,"Castilleja mendocinensis","","Castilleja",2,"Castilleja mendocinensis","(Eastw.) Pennell","Castilleja",2,333175,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja mendocinensis",NA
"222",766,"Castilleja miniata","","Castilleja",2,"Castilleja miniata","Douglas","Castilleja",2,333178,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja miniata",NA
"223",767,"Castilleja minor","","Castilleja",2,"Castilleja minor","(Gray) Gray","Castilleja",2,333182,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Castilleja minor",NA
"275",768,"Cistanche phelipaea","","Cistanche",2,"Cistanche phelipaea","(L.) Cout.","Cistanche",2,330588,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Cistanche phelipaea",NA
"313",769,"Cordylanthus rigidus","","Cordylanthus",2,"Cordylanthus rigidus"," (Benth.) Jeps.","Cordylanthus",2,332991,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Cordylanthus rigidus",NA
"506",770,"Euphrasia parviflora","","Euphrasia",2,"Euphrasia parviflora","Schag.","Euphrasia",2,331195,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Euphrasia parviflora",NA
"883",771,"Orobanche crenata","","Orobanche",2,"Orobanche crenata","Forssk.","Orobanche",2,330723,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Orobanche crenata",NA
"884",772,"Orobanche gracilis","","Orobanche",2,"Orobanche gracilis","Sm.","Orobanche",2,330745,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Orobanche gracilis",NA
"886",773,"Orobanche latisquama","","Orobanche",2,"Orobanche latisquama","(F.W.Schultz) Batt.","Orobanche",2,330768,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Orobanche latisquama",NA
"887",774,"Orthocarpus cuspidatus","","Orthocarpus",2,"Orthocarpus cuspidatus"," Greene","Orthocarpus",2,333020,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Orthocarpus cuspidatus",NA
"908",775,"Parentucellia latifolia","","Parentucellia",2,"Parentucellia latifolia"," (L.) Caruel","Parentucellia",2,331304,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Parentucellia latifolia",NA
"909",776,"Parentucellia viscosa","","Parentucellia",2,"Parentucellia viscosa","(L.) Caruel","Parentucellia",2,1049011,1,FALSE,0.8,0,NA,"Bellardia viscosa","(L.) Fisch. &  C.A.Mey.",331302,"Orobanchaceae",NA,"Bellardia viscosa",NA
"915",777,"Pedicularis densiflora","","Pedicularis",2,"Pedicularis densiflora","Benth.","Pedicularis",2,332094,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Pedicularis densiflora",NA
"916",778,"Pedicularis sylvatica","","Pedicularis",2,"Pedicularis sylvatica"," L.","Pedicularis",2,332698,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Pedicularis sylvatica",NA
"948",779,"Phelipanche ramosa","","Phelipanche",2,"Phelipanche ramosa","(L.) Pomel","Phelipanche",2,330663,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Phelipanche ramosa",NA
"960",780,"Physocalyx major","","Physocalyx",2,"Physocalyx major","Mart.","Physocalyx",2,331494,1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Physocalyx major",NA
"384",781,"Diplacus aurantiacus","","Diplacus",2,"Diplacus aurantiacus","(Curtis) Jeps.","Diplacus",2,330327,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Diplacus aurantiacus",NA
"385",782,"Diplacus brevipes","","Diplacus",2,"Diplacus brevipes","(Benth.) G.L.Nesom","Diplacus",2,330333,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Diplacus brevipes",NA
"386",783,"Diplacus kelloggii","","Diplacus",2,"Diplacus kelloggii","(Curran ex Greene) G.L.Nesom","Diplacus",2,330350,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Diplacus kelloggii",NA
"387",784,"Diplacus longiflorus","","Diplacus",2,"Diplacus longiflorus","Nutt.","Diplacus",2,330354,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Diplacus longiflorus",NA
"388",785,"Diplacus parviflorus","","Diplacus",2,"Diplacus parviflorus","Greene","Diplacus",2,330360,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Diplacus parviflorus",NA
"389",786,"Diplacus puniceus","","Diplacus",2,"Diplacus puniceus","Nutt.","Diplacus",2,330363,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Diplacus puniceus",NA
"489",787,"Erythranthe pardalis","","Erythranthe",2,"Erythranthe pardalis","(Pennell) G.L.Nesom","Erythranthe",2,330479,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Erythranthe pardalis",NA
"486",788,"Erythranthe guttata","","Erythranthe",2,"Erythranthe guttata","(DC.) G.L.Nesom","Erythranthe",2,330441,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Erythranthe guttata",NA
"487",789,"Erythranthe lutea","","Erythranthe",2,"Erythranthe lutea","(L.) G.L.Nesom","Erythranthe",2,330459,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Erythranthe lutea",NA
"488",790,"Erythranthe moschata","","Erythranthe",2,"Erythranthe moschata","(Douglas ex Lindl.) G.L.Nesom","Erythranthe",2,330468,1,FALSE,0.8,0,NA,NA,NA,NA,"Phrymaceae",NA,"Erythranthe moschata",NA
"70",791,"Antirrhinum majus","","Antirrhinum",2,"Antirrhinum majus","L.","Antirrhinum",2,315853,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Antirrhinum majus",NA
"71",792,"Antirrhinum meonanthum","","Antirrhinum",2,"Antirrhinum meonanthum","Hoffmanns. &  Link","Antirrhinum",2,315855,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Antirrhinum meonanthum",NA
"247",793,"Chaenorhinum villosum","","Chaenorhinum",2,"Chaenorhinum villosum"," (L.) Lange","Chaenorhinum",2,315819,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Chaenorhinum villosum",NA
"306",794,"Collinsia heterophylla","","Collinsia",2,"Collinsia heterophylla","Buist ex Graham","Collinsia",2,315594,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Collinsia heterophylla",NA
"343",795,"Cymbalaria muralis","","Cymbalaria",2,"Cymbalaria muralis"," P.Gaertn., B.Mey. &  Scherb.","Cymbalaria",2,315723,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Cymbalaria muralis",NA
"537",796,"Gambelia juncea","","Gambelia",2,"Gambelia juncea","(Benth.) D.A.Sutton","Gambelia",2,315756,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Gambelia juncea",NA
"538",797,"Gambelia speciosa","","Gambelia",2,"Gambelia speciosa","Nutt.","Gambelia",2,315758,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Gambelia speciosa",NA
"647",798,"Keckiella breviflora","","Keckiella",2,"Keckiella breviflora","(Lindl.) Straw","Keckiella",2,315185,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Keckiella breviflora",NA
"648",799,"Keckiella cordifolia","","Keckiella",2,"Keckiella cordifolia","(Benth.) Straw","Keckiella",2,315187,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Keckiella cordifolia",NA
"649",800,"Keckiella corymbosa","","Keckiella",2,"Keckiella corymbosa","(Benth.) Straw","Keckiella",2,315188,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Keckiella corymbosa",NA
"694",801,"Linaria nivea","","Linaria",2,"Linaria nivea","Boiss. &  Reut.","Linaria",2,316060,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Linaria nivea",NA
"695",802,"Linaria platycalyx","","Linaria",2,"Linaria platycalyx","Boiss.","Linaria",2,316081,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Linaria platycalyx",NA
"696",803,"Linaria spartea","","Linaria",2,"Linaria spartea","(L.) Willd.","Linaria",2,316125,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Linaria spartea",NA
"698",804,"Linaria tristis","","Linaria",2,"Linaria tristis"," (L.) Mill.","Linaria",2,316140,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Linaria tristis",NA
"699",805,"Linaria viscida","","Linaria",2,"Linaria viscida","Moench","Linaria",2,1016568,1,FALSE,0.8,0,NA,"Chaenorhinum minus ssp. minus",NA,315795,"Plantaginaceae",NA,"Chaenorhinum minus",NA
"787",806,"Maurandella antirrhiniflora","","Maurandella",2,"Maurandella antirrhiniflora","(Humb. &  Bonpl. ex Willd.) Rothm.","Maurandella",2,315892,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Maurandella antirrhiniflora",NA
"805",807,"Misopates orontium","","Misopates",2,"Misopates orontium"," (L.) Raf.","Misopates",2,315836,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Misopates orontium",NA
"918",808,"Penstemon barbatus","","Penstemon",2,"Penstemon barbatus","(Cav.) Roth","Penstemon",2,315229,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon barbatus",NA
"920",809,"Penstemon centranthifolius","","Penstemon",2,"Penstemon centranthifolius","Benth.","Penstemon",2,315260,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon centranthifolius",NA
"921",810,"Penstemon clevelandii","","Penstemon",2,"Penstemon clevelandii","A.Gray","Penstemon",2,315262,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon clevelandii",NA
"922",811,"Penstemon eatonii","","Penstemon",2,"Penstemon eatonii","A.Gray","Penstemon",2,315305,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon eatonii",NA
"923",812,"Penstemon grinnellii","","Penstemon",2,"Penstemon grinnellii","Eastw.","Penstemon",2,315353,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon grinnellii",NA
"925",813,"Penstemon heterophyllus","","Penstemon",2,"Penstemon heterophyllus","Lindl.","Penstemon",2,315365,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon heterophyllus",NA
"926",814,"Penstemon newberryi","","Penstemon",2,"Penstemon newberryi","Gray","Penstemon",2,315437,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon newberryi",NA
"927",815,"Penstemon parryi","","Penstemon",2,"Penstemon parryi","A.Gray","Penstemon",2,315457,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon parryi",NA
"928",816,"Penstemon rattanii","","Penstemon",2,"Penstemon rattanii"," A.Gray","Penstemon",2,315493,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon rattanii",NA
"929",817,"Penstemon rostriflorus","","Penstemon",2,"Penstemon rostriflorus","Kellogg","Penstemon",2,315504,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Penstemon rostriflorus",NA
"1031",818,"Rhodochiton atrosanguineum","","Rhodochiton",2,"Rhodochiton atrosanguineum","(Zucc.) Rothm.","Rhodochiton",2,315741,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Rhodochiton atrosanguineum",NA
"1073",819,"Sairocarpus multiflorus","","Sairocarpus",2,"Sairocarpus multiflorus","(Pennell) D.A.Sutton","Sairocarpus",2,315881,1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Sairocarpus multiflorus",NA
